,Symbol,Industry
1745,BSX,Medical Distributors
1746,SSP,Broadcasting
1747,GLW,Electronic Components
1748,FIS,Miscellaneous Commercial Services
1749,HAIN,Food: Major Diversified
1750,LPX,Forest Products
1751,EBTC,Regional Banks
1752,EGRX,Pharmaceuticals: Major
1753,RL,Wholesale Distributors
1754,FCAP,Savings Banks
1755,EDUC,Publishing: Books/Magazines
1756,RCL,Hotels/Resorts/Cruise lines
1757,BJRI,Restaurants
1758,MBCN,Regional Banks
1759,ZBH,Medical Specialties
1760,ARCB,Trucking
1761,POR,Electric Utilities
1762,RAMP,Packaged Software
1763,SWX,Gas Distributors
1764,LBAI,Regional Banks
1765,PKE,Aerospace & Defense
1766,GPP,Other Transportation
1767,FFWM,Regional Banks
1768,AVNT,Chemicals: Major Diversified
1769,VSH,Electronic Production Equipment
1770,CRS,Other Metals/Minerals
1771,CTBI,Regional Banks
1772,CPRX,Pharmaceuticals: Major
1773,BOOM,Oilfield Services/Equipment
1774,PBF,Oil Refining/Marketing
1775,SASR,Regional Banks
1776,NVS,Pharmaceuticals: Major
1777,ALK,Airlines
1778,SNV,Regional Banks
1779,APT,Industrial Specialties
1780,RF,Major Banks
1781,APA,Integrated Oil
1782,WNEB,Savings Banks
1783,INFY,Information Technology Services
1784,FRME,Major Banks
1785,TCPC,Investment Trusts/Mutual Funds
1786,KEQU,Medical Specialties
1787,SLB,Contract Drilling
1788,SCVL,Apparel/Footwear Retail
1789,BHB,Regional Banks
1790,MITK,Packaged Software
1791,DAL,Airlines
1792,ACNB,Regional Banks
1793,F,Motor Vehicles
1794,RM,Finance/Rental/Leasing
1795,CNX,Integrated Oil
1796,IBA,Agricultural Commodities/Milling
1797,MAS,Building Products
1798,ESNT,Specialty Insurance
1799,CGBD,Investment Managers
1800,HNI,Home Furnishings
1801,PHX,Integrated Oil
1802,SSYS,Computer Peripherals
1803,GS,Investment Banks/Brokers
1804,LH,Services to the Health Industry
1805,BKU,Regional Banks
1806,FBK,Major Banks
1807,OBT,Regional Banks
1808,AMWD,Building Products
1809,CCJ,Other Metals/Minerals
1810,NWL,Industrial Conglomerates
1811,VPG,Electronic Components
1812,ATNI,Major Telecommunications
1813,NRG,Electric Utilities
1814,FICVU,Financial Conglomerates
1815,BWFG,Regional Banks
1816,GCO,Apparel/Footwear Retail
1817,CARE,Regional Banks
1818,STKS,Restaurants
1819,GSBD,Investment Managers
1820,UBCP,Regional Banks
1821,SGRY,Hospital/Nursing Management
1822,OMI,Medical Specialties
1823,CATC,Regional Banks
1824,FTV,Electronic Equipment/Instruments
1825,KEY,Major Banks
1826,CHGG,Miscellaneous Commercial Services
1827,NPAB,Financial Conglomerates
1828,UPTD,Financial Conglomerates
1829,R,Finance/Rental/Leasing
1830,DOOR,Building Products
1831,LCAAU,Financial Conglomerates
1832,LBRDK,Wireless Telecommunications
1833,NTB,Regional Banks
1834,PNW,Electric Utilities
1835,HAE,Medical Specialties
1836,CTGO,Precious Metals
1837,NICK,Finance/Rental/Leasing
1838,DOW,Chemicals: Specialty
1839,SIM,Steel
1840,UPS,Air Freight/Couriers
1841,GE,Industrial Machinery
1842,LBRDA,Wireless Telecommunications
1843,ANIK,Medical Specialties
1844,GNSS,Computer Communications
1845,DTST,Information Technology Services
1846,BILI,Packaged Software
1847,FMBH,Regional Banks
1848,HOFT,Home Furnishings
1849,LZB,Home Furnishings
1850,NGG,Electric Utilities
1851,JLL,Real Estate Development
1852,CVLT,Packaged Software
1853,CZR,Casinos/Gaming
1854,VC,Auto Parts: OEM
1855,PCYO,Water Utilities
1856,BPMC,Biotechnology
1857,NGVT,Chemicals: Major Diversified
1858,CORT,Pharmaceuticals: Major
1859,PHG,Medical Specialties
1860,NMIH,Property/Casualty Insurance
1861,AIR,Aerospace & Defense
1862,CVLY,Regional Banks
1863,UGP,Specialty Stores
1864,QTWO,Information Technology Services
1865,BOTJ,Regional Banks
1866,SONY,Computer Processing Hardware
1867,EBF,Commercial Printing/Forms
1868,IRAA,Financial Conglomerates
1869,CBFV,Regional Banks
1870,MODG,Recreational Products
1871,PRVA,Life/Health Insurance
1872,TM,Motor Vehicles
1873,WEN,Restaurants
1874,HAL,Oilfield Services/Equipment
1875,MHO,Homebuilding
1876,TBI,Personnel Services
1877,GLAD,Investment Managers
1878,CLAY,Financial Conglomerates
1879,GHC,Other Consumer Services
1880,NFBK,Savings Banks
1881,FRD,Steel
1882,MRO,Oil & Gas Production
1883,CVR,Metal Fabrication
1884,BCO,Miscellaneous Commercial Services
1885,AORT,Medical Specialties
1886,AMAL,Regional Banks
1887,ITRN,Specialty Telecommunications
1888,OII,Industrial Machinery
1889,PCB,Regional Banks
1890,KW,Real Estate Development
1891,UBS,Financial Conglomerates
1892,VVX,Miscellaneous Commercial Services
1893,KAMN,Aerospace & Defense
1894,EVBN,Major Banks
1895,OPOF,Major Banks
1896,MBTC,Financial Conglomerates
1897,ANF,Apparel/Footwear Retail
1898,FNWD,Savings Banks
1899,HIG,Multi-Line Insurance
1900,HRI,Finance/Rental/Leasing
1901,RNG,Packaged Software
1902,VRNT,Information Technology Services
1903,PSMT,Specialty Stores
1904,LUNA,Electronic Equipment/Instruments
1905,PBBK,Savings Banks
1906,MAT,Recreational Products
1907,MEOA,Financial Conglomerates
1908,AFBI,Savings Banks
1909,TEF,Specialty Telecommunications
1910,SWN,Integrated Oil
1911,AL,Finance/Rental/Leasing
1912,INBK,Regional Banks
1913,OVBC,Regional Banks
1914,WNS,Miscellaneous Commercial Services
1915,BMAQ,Financial Conglomerates
1916,DLA,Apparel/Footwear
1917,BBVA,Major Banks
1918,GBDC,Investment Managers
1919,FCF,Regional Banks
1920,DISAU,Financial Conglomerates
1921,FRO,Marine Shipping
1922,HURN,Miscellaneous Commercial Services
1923,CCK,Containers/Packaging
1924,GES,Apparel/Footwear
1925,AMSWA,Packaged Software
1926,AXS,Multi-Line Insurance
1927,PGC,Regional Banks
1928,SLF,Multi-Line Insurance
1929,TLK,Wireless Telecommunications
1930,AMNB,Major Banks
1931,OWL,Investment Managers
1932,ATIF,Investment Managers
1933,MAN,Personnel Services
1934,BLMN,Restaurants
1935,ENTA,Pharmaceuticals: Major
1936,OR,Precious Metals
1937,VALU,Publishing: Books/Magazines
1938,TAP,Beverages: Alcoholic
1939,SENEA,Food: Specialty/Candy
1940,OXAC,Financial Conglomerates
1941,LXFR,Other Metals/Minerals
1942,CAMT,Semiconductors
1943,LMNR,Agricultural Commodities/Milling
1944,ETD,Home Furnishings
1945,GNE,Electric Utilities
1946,ELSE,Electronic Equipment/Instruments
1947,INST,Packaged Software
1948,TTGT,Internet Software/Services
1949,FISI,Regional Banks
1950,SANM,Electronic Production Equipment
1951,HMN,Property/Casualty Insurance
1952,EDTX,Financial Conglomerates
1953,DISH,Cable/Satellite TV
1954,ACAD,Pharmaceuticals: Major
1955,ROCK,Metal Fabrication
1956,JOE,Real Estate Development
1957,BGSF,Personnel Services
1958,AER,Finance/Rental/Leasing
1959,MTRY,Financial Conglomerates
1960,MTR,Investment Trusts/Mutual Funds
1961,CCAI,Financial Conglomerates
1962,GEL,Chemicals: Specialty
1963,IP,Containers/Packaging
1964,TSE,Chemicals: Specialty
1965,ZEUS,Metal Fabrication
1966,MATV,Chemicals: Specialty
1967,SA,Precious Metals
1968,GVCI,Financial Conglomerates
1969,FCX,Other Metals/Minerals
1970,ALC,Medical Specialties
1971,BWMX,Specialty Stores
1972,BPOP,Regional Banks
1973,MET,Multi-Line Insurance
1974,AOSL,Semiconductors
1975,MTX,Chemicals: Specialty
1976,CRNC,Packaged Software
1977,HZO,Specialty Stores
1978,WSBC,Regional Banks
1979,PACW,Regional Banks
1980,UNFI,Food Distributors
1981,HROW,Pharmaceuticals: Major
1982,FLL,Casinos/Gaming
1983,GRFS,Pharmaceuticals: Major
1984,FF,Chemicals: Specialty
1985,HA,Airlines
1986,HUN,Chemicals: Major Diversified
1987,WMK,Food Retail
1988,RVSB,Savings Banks
1989,AES,Electric Utilities
1990,IBM,Information Technology Services
1991,HMC,Motor Vehicles
1992,MNDO,Packaged Software
1993,SKY,Homebuilding
1994,PAR,Electronic Equipment/Instruments
1995,ESSA,Savings Banks
1996,LXU,Chemicals: Agricultural
1997,VHAQ,Financial Conglomerates
1998,WFG,Forest Products
1999,VHI,Chemicals: Specialty
2000,ATCX,Engineering & Construction
2001,SUM,Construction Materials
2002,CCLD,Packaged Software
2003,KBR,Information Technology Services
2004,BKI,Packaged Software
2005,ACLS,Industrial Machinery
2006,TGS,Gas Distributors
2007,ACNT,Steel
2008,FE,Electric Utilities
2009,COO,Medical Specialties
2010,IVZ,Investment Managers
2011,BYD,Casinos/Gaming
2012,WLFC,Finance/Rental/Leasing
2013,RETA,Pharmaceuticals: Major
2014,PROF,Medical Specialties
2015,KMT,Industrial Machinery
2016,VCYT,Medical Specialties
2017,SFL,Marine Shipping
2018,BSGA,Financial Conglomerates
2019,BCOW,Savings Banks
2020,WAL,Regional Banks
2021,LGVC,Financial Conglomerates
2022,UG,Chemicals: Specialty
2023,PNM,Electric Utilities
2024,AEHR,Electronic Production Equipment
2025,SNY,Pharmaceuticals: Major
2026,VABK,Regional Banks
2027,UNTY,Regional Banks
2028,CIB,Major Banks
2029,CHMG,Regional Banks
2030,DRIO,Biotechnology
2031,DPCS,Financial Conglomerates
2032,AMN,Personnel Services
2033,ACIW,Packaged Software
2034,NOMD,Food: Specialty/Candy
2035,MD,Medical/Nursing Services
2036,CNHI,Trucks/Construction/Farm Machinery
2037,EVTC,Regional Banks
2038,THS,Food: Specialty/Candy
2039,OTEC,Financial Conglomerates
2040,ICL,Chemicals: Agricultural
2041,BSRR,Regional Banks
2042,NABL,Packaged Software
2043,ELA,Specialty Stores
2044,CGAU,Precious Metals
2045,LNC,Life/Health Insurance
2046,MPRA,Financial Conglomerates
2047,ODC,Chemicals: Agricultural
2048,SCHN,Steel
2049,SYNH,Miscellaneous Commercial Services
2050,CFFE,Financial Conglomerates
2051,CKX,Investment Trusts/Mutual Funds
2052,SMID,Construction Materials
2053,WINV,Financial Conglomerates
2054,RELL,Electronic Production Equipment
2055,TAP.A,Beverages: Alcoholic
2056,CNNE,Restaurants
2057,PLAB,Semiconductors
2058,MCB,Regional Banks
2059,JWN,Department Stores
2060,PLMR,Property/Casualty Insurance
2061,ARGO,Multi-Line Insurance
2062,LOVE,Home Furnishings
2063,LHC,Financial Conglomerates
2064,IMAQ,Financial Conglomerates
2065,MRCY,Aerospace & Defense
2066,TDOC,Medical/Nursing Services
2067,TX,Steel
2068,PRDO,Other Consumer Services
2069,APAC,Financial Conglomerates
2070,INFU,Miscellaneous Commercial Services
2071,ALOT,Computer Peripherals
2072,RMBS,Semiconductors
2073,GLNG,Marine Shipping
2074,CHEF,Food Distributors
2075,POWL,Electrical Products
2076,FRAF,Regional Banks
2077,MLVF,Savings Banks
2078,HTH,Regional Banks
2079,WTBA,Regional Banks
2080,CPRI,Apparel/Footwear Retail
2081,EHC,Medical/Nursing Services
2082,PKOH,Metal Fabrication
2083,STKL,Food: Specialty/Candy
2084,PFIN,Tools & Hardware
2085,PVBC,Savings Banks
2086,AEG,Multi-Line Insurance
2087,APPN,Packaged Software
2088,DCO,Aerospace & Defense
2089,DSGX,Packaged Software
2090,USCT,Financial Conglomerates
2091,DMRC,Packaged Software
2092,AZTA,Medical/Nursing Services
2093,BHLB,Regional Banks
2094,PGRW,Financial Conglomerates
2095,BKR,Contract Drilling
2096,DK,Oil Refining/Marketing
2097,SBGI,Broadcasting
2098,CUTR,Medical Specialties
2099,ISTR,Regional Banks
2100,MBTCU,Financial Conglomerates
2101,AY,Electric Utilities
2102,SMP,Auto Parts: OEM
2103,IROQ,Savings Banks
2104,FL,Apparel/Footwear Retail
2105,MLKN,Office Equipment/Supplies
2106,IMAX,Electronics/Appliances
2107,CWBC,Major Banks
2108,NCAC,Financial Conglomerates
2109,PBAX,Financial Conglomerates
2110,UVSP,Regional Banks
2111,VIA,Electric Utilities
2112,SHEL,Integrated Oil
2113,BCS,Investment Banks/Brokers
2114,FTS,Electric Utilities
2115,NGS,Industrial Machinery
2116,RDIB,Movies/Entertainment
2117,TCFC,Regional Banks
2118,FBMS,Major Banks
2119,GPAC,Financial Conglomerates
2120,TBNK,Savings Banks
2121,HWM,Aerospace & Defense
2122,HMNF,Savings Banks
2123,GOGN,Financial Conglomerates
2124,BFH,Regional Banks
2125,GHI,Finance/Rental/Leasing
2126,FSTR,Trucks/Construction/Farm Machinery
2127,PPHP,Financial Conglomerates
2128,AMCR,Containers/Packaging
2129,TMHC,Homebuilding
2130,RRAC,Financial Conglomerates
2131,NOV,Oilfield Services/Equipment
2132,ACBA,Financial Conglomerates
2133,PROV,Savings Banks
2134,GPK,Containers/Packaging
2135,USFD,Food Distributors
2136,CZNC,Regional Banks
2137,CLAR,Recreational Products
2138,WDC,Computer Peripherals
2139,MCAG,Financial Conglomerates
2140,GBRG,Financial Conglomerates
2141,SKIN,Medical Specialties
2142,WSBF,Finance/Rental/Leasing
2143,PCCT,Financial Conglomerates
2144,ONB,Major Banks
2145,MKSI,Industrial Machinery
2146,INKA,Financial Conglomerates
2147,BRKR,Medical Specialties
2148,BH,Restaurants
2149,ALLY,Regional Banks
2150,SENEB,Food: Specialty/Candy
2151,PHYT,Financial Conglomerates
2152,TRON,Financial Conglomerates
2153,FLME,Financial Conglomerates
2154,MCAA,Financial Conglomerates
2155,MPB,Regional Banks
2156,PLAY,Movies/Entertainment
2157,CIR,Industrial Machinery
2158,DMAQ,Financial Conglomerates
2159,ARMK,Restaurants
2160,NECB,Major Banks
2161,EPC,Household/Personal Care
2162,TMKR,Financial Conglomerates
2163,NAT,Marine Shipping
2164,KURA,Biotechnology
2165,CELZ,Medical Specialties
2166,NOK,Telecommunications Equipment
2167,TRAQ,Financial Conglomerates
2168,CCBG,Regional Banks
2169,NOVV,Financial Conglomerates
2170,RCFA,Financial Conglomerates
2171,FLR,Engineering & Construction
2172,BCBP,Regional Banks
2173,ATCO,Investment Managers
2174,IXAQ,Financial Conglomerates
2175,ATLO,Regional Banks
2176,CLOEU,Financial Conglomerates
2177,GROW,Investment Trusts/Mutual Funds
2178,SHAK,Restaurants
2179,FATP,Financial Conglomerates
2180,PFC,Regional Banks
2181,INKAU,Financial Conglomerates
2182,FFNW,Regional Banks
2183,CCU,Beverages: Alcoholic
2184,A,Medical Specialties
2185,MRCC,Investment Managers
2186,TAYD,Industrial Machinery
2187,NRP,Coal
2188,DGII,Telecommunications Equipment
2189,BITE,Financial Conglomerates
2190,NEM,Precious Metals
2191,FUNC,Regional Banks
2192,NEWT,Miscellaneous Commercial Services
2193,PGSS,Financial Conglomerates
2194,NATR,Pharmaceuticals: Other
2195,LIBY,Financial Conglomerates
2196,BNIX,Financial Conglomerates
2197,CHPT,Specialty Stores
2198,GTAC,Financial Conglomerates
2199,ADER,Financial Conglomerates
2200,ADAL,Financial Conglomerates
2201,QRVO,Semiconductors
2202,RGP,Miscellaneous Commercial Services
2203,FCBC,Regional Banks
2204,LBRT,Oilfield Services/Equipment
2205,CSPI,Information Technology Services
2206,INOD,Data Processing Services
2207,FLXS,Home Furnishings
2208,CHUY,Restaurants
2209,WWAC,Financial Conglomerates
2210,JMAC,Financial Conglomerates
2211,NWPX,Construction Materials
2212,WHG,Financial Conglomerates
2213,PEGA,Packaged Software
2214,MOD,Industrial Machinery
2215,CDAQ,Financial Conglomerates
2216,MANU,Movies/Entertainment
2217,HONE,Regional Banks
2218,YELP,Internet Software/Services
2219,FRLA,Financial Conglomerates
2220,MAQC,Financial Conglomerates
2221,WB,Internet Software/Services
2222,SSRM,Precious Metals
2223,ESI,Electrical Products
2224,LUMN,Major Telecommunications
2225,PFS,Savings Banks
2226,DSGR,Wholesale Distributors
2227,HHGC,Financial Conglomerates
2228,AMD,Semiconductors
2229,CPUH,Financial Conglomerates
2230,VSAC,Financial Conglomerates
2231,TLGA,Financial Conglomerates
2232,CBAT,Electrical Products
2233,PBR.A,Integrated Oil
2234,OSBC,Major Banks
2235,KALU,Aluminum
2236,PUYI,Investment Managers
2237,HWBK,Regional Banks
2238,SAN,Major Banks
2239,TGNA,Broadcasting
2240,REVE,Financial Conglomerates
2241,SBCF,Regional Banks
2242,RDN,Specialty Insurance
2243,SVNA,Financial Conglomerates
2244,ROC,Financial Conglomerates
2245,SBH,Specialty Stores
2246,SUP,Auto Parts: OEM
2247,NYT,Publishing: Newspapers
2248,SLAM,Financial Conglomerates
2249,SGU,Oil Refining/Marketing
2250,ORIA,Financial Conglomerates
2251,CAMP,Telecommunications Equipment
2252,ARTW,Trucks/Construction/Farm Machinery
2253,MTRN,Electronic Equipment/Instruments
2254,LND,Agricultural Commodities/Milling
2255,ICNC,Financial Conglomerates
2256,NFYS,Financial Conglomerates
2257,ESAC,Financial Conglomerates
2258,TWIN,Trucks/Construction/Farm Machinery
2259,WES,Oil & Gas Pipelines
2260,GDYN,Information Technology Services
2261,CAL,Apparel/Footwear Retail
2262,DGICA,Multi-Line Insurance
2263,IX,Finance/Rental/Leasing
2264,LAZ,Investment Banks/Brokers
2265,SMAP,Financial Conglomerates
2266,CIZN,Regional Banks
2267,FORR,Miscellaneous Commercial Services
2268,NCR,Electronic Equipment/Instruments
2269,MERC,Pulp & Paper
2270,LVAC,Financial Conglomerates
2271,ITGR,Medical Specialties
2272,AGAC,Financial Conglomerates
2273,FACT,Financial Conglomerates
2274,SAMG,Investment Managers
2275,AGX,Engineering & Construction
2276,TRCA,Financial Conglomerates
2277,PANA,Financial Conglomerates
2278,OXUS,Financial Conglomerates
2279,FNVT,Financial Conglomerates
2280,LCAA,Financial Conglomerates
2281,DKDCA,Financial Conglomerates
2282,SPKBU,Financial Conglomerates
2283,TRIS,Financial Conglomerates
2284,APACU,Financial Conglomerates
2285,ARIZ,Financial Conglomerates
2286,SRTS,Medical Specialties
2287,SRPT,Pharmaceuticals: Major
2288,ST,Electronic Equipment/Instruments
2289,LEN.B,Homebuilding
2290,KCGI,Financial Conglomerates
2291,URG,Other Metals/Minerals
2292,MCAF,Financial Conglomerates
2293,NSYS,Medical Specialties
2294,HYW,Investment Managers
2295,ROKU,Electronics/Appliances
2296,NRAC,Financial Conglomerates
2297,GIA,Financial Conglomerates
2298,CWST,Environmental Services
2299,KRO,Chemicals: Specialty
2300,WLKP,Chemicals: Specialty
2301,HHLA,Financial Conglomerates
2302,CLBR,Financial Conglomerates
2303,SRDX,Medical Specialties
2304,ATI,Other Metals/Minerals
2305,ATY,Internet Software/Services
2306,ROCG,Financial Conglomerates
2307,TFSL,Savings Banks
2308,PLMI,Financial Conglomerates
2309,UAA,Apparel/Footwear
2310,QURE,Biotechnology
2311,SYF,Finance/Rental/Leasing
2312,BELFB,Electronic Components
2313,CCL,Hotels/Resorts/Cruise lines
2314,FDP,Agricultural Commodities/Milling
2315,MBI,Specialty Insurance
2316,TRTL,Financial Conglomerates
2317,CFFEU,Financial Conglomerates
2318,ENTF,Financial Conglomerates
2319,ONYX,Financial Conglomerates
2320,GLLI,Financial Conglomerates
2321,TGVC,Financial Conglomerates
2322,ROSE,Miscellaneous
2323,AAC,Financial Conglomerates
2324,TWOA,Financial Conglomerates
2325,SEDA,Financial Conglomerates
2326,M,Department Stores
2327,FCCO,Regional Banks
2328,GSQB,Financial Conglomerates
2329,DSWL,Industrial Machinery
2330,LTH,Other Consumer Services
2331,SCHL,Publishing: Books/Magazines
2332,ALRS,Major Banks
2333,BMAC,Financial Conglomerates
2334,SGC,Apparel/Footwear
2335,JRVR,Multi-Line Insurance
2336,AVAC,Financial Conglomerates
2337,MACA,Financial Conglomerates
2338,LCNB,Major Banks
2339,SPKB,Financial Conglomerates
2340,PFTA,Financial Conglomerates
2341,NSTC,Financial Conglomerates
2342,DSAQ,Financial Conglomerates
2343,CSTA,Financial Conglomerates
2344,VIRC,Office Equipment/Supplies
2345,VMW,Packaged Software
2346,BCSF,Investment Trusts/Mutual Funds
2347,AUY,Precious Metals
2348,HIMS,Data Processing Services
2349,BHAC,Financial Conglomerates
2350,WBD,Cable/Satellite TV
2351,RGNX,Pharmaceuticals: Major
2352,GBX,Trucks/Construction/Farm Machinery
2353,INAQ,Financial Conglomerates
2354,XFIN,Financial Conglomerates
2355,BACA,Financial Conglomerates
2356,SLVR,Financial Conglomerates
2357,WIT,Information Technology Services
2358,FICV,Financial Conglomerates
2359,BSAQ,Financial Conglomerates
2360,RAM,Financial Conglomerates
2361,LBTYK,Cable/Satellite TV
2362,CMRE,Marine Shipping
2363,FMNB,Major Banks
2364,MITA,Financial Conglomerates
2365,INTG,Hotels/Resorts/Cruise lines
2366,WTT,Telecommunications Equipment
2367,C,Major Banks
2368,CFIV,Financial Conglomerates
2369,AGR,Electric Utilities
2370,TBBK,Regional Banks
2371,ENLC,Oil & Gas Pipelines
2372,CPSI,Information Technology Services
2373,ARKR,Restaurants
2374,CNA,Multi-Line Insurance
2375,FFIV,Packaged Software
2376,APTM,Financial Conglomerates
2377,KRNL,Financial Conglomerates
2378,AEAE,Financial Conglomerates
2379,VLAT,Financial Conglomerates
2380,ENER,Financial Conglomerates
2381,NHIC,Financial Conglomerates
2382,ACHC,Medical/Nursing Services
2383,JAQC,Financial Conglomerates
2384,ALPA,Financial Conglomerates
2385,SVM,Precious Metals
2386,HPLT,Financial Conglomerates
2387,SWSS,Financial Conglomerates
2388,MP,Other Metals/Minerals
2389,GAMC,Financial Conglomerates
2390,MTAL,Financial Conglomerates
2391,XPAX,Financial Conglomerates
2392,NS,Oil & Gas Pipelines
2393,CMCO,Trucks/Construction/Farm Machinery
2394,FSNB,Financial Conglomerates
2395,TIOA,Financial Conglomerates
2396,ARYE,Financial Conglomerates
2397,AESC,Electric Utilities
2398,ITRI,Electronic Equipment/Instruments
2399,LVRA,Financial Conglomerates
2400,PERI,Internet Software/Services
2401,DTOC,Financial Conglomerates
2402,BNNR,Financial Conglomerates
2403,MOS,Chemicals: Agricultural
2404,ROSS,Financial Conglomerates
2405,XAIR,Medical Specialties
2406,PNTM,Financial Conglomerates
2407,TWLV,Financial Conglomerates
2408,FLAG,Financial Conglomerates
2409,PUK,Multi-Line Insurance
2410,PAX,Investment Managers
2411,OBNK,Regional Banks
2412,FKWL,Telecommunications Equipment
2413,IPVIU,Financial Conglomerates
2414,STRE,Financial Conglomerates
2415,FIAC,Financial Conglomerates
2416,VII,Financial Conglomerates
2417,SGA,Broadcasting
2418,AEM,Precious Metals
2419,HWKZ,Financial Conglomerates
2420,WAVC,Financial Conglomerates
2421,UAMY,Other Metals/Minerals
2422,AVT,Electronics Distributors
2423,JOUT,Recreational Products
2424,CHAA,Financial Conglomerates
2425,IPVI,Financial Conglomerates
2426,CRZN,Financial Conglomerates
2427,ASPN,Industrial Specialties
2428,FVCB,Regional Banks
2429,DLX,Commercial Printing/Forms
2430,EQBK,Regional Banks
2431,GLTA,Financial Conglomerates
2432,MAYS,Real Estate Development
2433,AKO.A,Beverages: Non-Alcoholic
2434,MCBC,Regional Banks
2435,EGGF,Financial Conglomerates
2436,PAAS,Precious Metals
2437,VAQC,Financial Conglomerates
2438,RYAN,Insurance Brokers/Services
2439,AMKR,Semiconductors
2440,LITT,Financial Conglomerates
2441,LIVE,Home Furnishings
2442,GRVY,Packaged Software
2443,ORRF,Regional Banks
2444,CMT,Industrial Machinery
2445,NGC,Financial Conglomerates
2446,WLDN,Miscellaneous Commercial Services
2447,CNDB,Financial Conglomerates
2448,GLBZ,Regional Banks
2449,THR,Electrical Products
2450,ARRW,Financial Conglomerates
2451,SHBI,Regional Banks
2452,GNPX,Pharmaceuticals: Major
2453,BRLI,Financial Conglomerates
2454,ULH,Trucking
2455,AFTR,Financial Conglomerates
2456,HNNA,Investment Managers
2457,PRGO,Pharmaceuticals: Major
2458,ENR,Household/Personal Care
2459,KVSA,Financial Conglomerates
2460,BCSA,Financial Conglomerates
2461,BSET,Home Furnishings
2462,STRS,Real Estate Development
2463,OSW,Other Consumer Services
2464,MBSC,Financial Conglomerates
2465,HXL,Aerospace & Defense
2466,UBER,Other Transportation
2467,TETC,Financial Conglomerates
2468,PUCK,Financial Conglomerates
2469,SCAQ,Financial Conglomerates
2470,FZT,Finance/Rental/Leasing
2471,CCAIU,Financial Conglomerates
2472,RTO,Miscellaneous Commercial Services
2473,MYGN,Medical Specialties
2474,AACIU,Financial Conglomerates
2475,SHG,Financial Conglomerates
2476,ALKS,Pharmaceuticals: Major
2477,BIG,Discount Stores
2478,BUD,Beverages: Alcoholic
2479,VTRS,Pharmaceuticals: Major
2480,HHC,Real Estate Development
2481,GRCY,Financial Conglomerates
2482,GFOR,Financial Conglomerates
2483,CYD,Auto Parts: OEM
2484,DHHC,Financial Conglomerates
2485,FMIV,Financial Conglomerates
2486,PGRWU,Financial Conglomerates
2487,ASC,Marine Shipping
2488,PLMIU,Financial Conglomerates
2489,BYTS,Financial Conglomerates
2490,VIV,Specialty Telecommunications
2491,BLUA,Financial Conglomerates
2492,PKX,Steel
2493,CIIG,Financial Conglomerates
2494,ACTG,Miscellaneous Commercial Services
2495,CIG,Electric Utilities
2496,KOP,Chemicals: Specialty
2497,ADEX,Financial Conglomerates
2498,FARO,Industrial Machinery
2499,AXGN,Medical Specialties
2500,HWEL,Financial Conglomerates
2501,SNBR,Home Furnishings
2502,FRXB,Financial Conglomerates
2503,CORS,Financial Conglomerates
2504,DHCAU,Financial Conglomerates
2505,RKTA,Financial Conglomerates
2506,LDHA,Financial Conglomerates
2507,INTE,Financial Conglomerates
2508,SLAMU,Financial Conglomerates
2509,CGC,Agricultural Commodities/Milling
2510,EOCW,Financial Conglomerates
2511,PCG,Electric Utilities
2512,BBU,Miscellaneous Commercial Services
2513,PMGM,Financial Conglomerates
2514,NBST,Financial Conglomerates
2515,LRN,Other Consumer Services
2516,APGB,Financial Conglomerates
2517,IDT,Major Telecommunications
2518,EAC,Financial Conglomerates
2519,ACU,Wholesale Distributors
2520,ICCC,Biotechnology
2521,BIOX,Chemicals: Agricultural
2522,KBAL,Home Furnishings
2523,LVS,Casinos/Gaming
2524,CHX,Chemicals: Specialty
2525,HCM,Pharmaceuticals: Major
2526,HLIT,Telecommunications Equipment
2527,OCAX,Financial Conglomerates
2528,IBTX,Regional Banks
2529,ZT,Financial Conglomerates
2530,ACRO,Financial Conglomerates
2531,FSRX,Financial Conglomerates
2532,PGTI,Building Products
2533,CBAN,Regional Banks
2534,DNAD,Financial Conglomerates
2535,SKYA,Financial Conglomerates
2536,SIRI,Broadcasting
2537,SAMA,Financial Conglomerates
2538,BLX,Major Banks
2539,HSC,Environmental Services
2540,BRIV,Financial Conglomerates
2541,NUS,Household/Personal Care
2542,INTT,Electronic Equipment/Instruments
2543,GIGM,Packaged Software
2544,BVN,Precious Metals
2545,EVOJ,Financial Conglomerates
2546,LBPH,Miscellaneous Commercial Services
2547,DDD,Information Technology Services
2548,ARBG,Financial Conglomerates
2549,JUGG,Financial Conglomerates
2550,CPSS,Finance/Rental/Leasing
2551,SBFG,Regional Banks
2552,IQMD,Electrical Products
2553,BANC,Regional Banks
2554,IMVT,Biotechnology
2555,GIC,Internet Retail
2556,NSTD,Financial Conglomerates
2557,RNGR,Oilfield Services/Equipment
2558,AKO.B,Beverages: Non-Alcoholic
2559,WRAC,Financial Conglomerates
2560,PEGR,Financial Conglomerates
2561,LOCC,Financial Conglomerates
2562,LGND,Pharmaceuticals: Major
2563,HCVI,Financial Conglomerates
2564,FSK,Investment Managers
2565,AC,Investment Managers
2566,TILE,Building Products
2567,ATAQ,Financial Conglomerates
2568,PBI,Air Freight/Couriers
2569,MLR,Motor Vehicles
2570,ACAH,Financial Conglomerates
2571,ORIAU,Financial Conglomerates
2572,BGFV,Specialty Stores
